Nom de l’agence,Téléphone de l’agence,Email de l’agence,Horaires,Site web,Avis,Indépendant ou Franchise,Ville / département,Gérant,Tel du gérant,Email du gérant,Source de l’agence,Source du gérant,Date de vérification
CABINET CAGE THOUARD,+33 1 42 22 38 97,,,https://cagethouard.fr/,,Indépendante,"53 Rue de Rennes, 75006 Paris, France",,,,Site web/leboncoin,,2026-09-07
Cabinet CAIRO,+33 4 93 57 09 43,,,https://www.cabinet-cairo.com/,,Indépendante,"71 Av. Cernuschi, 06500 Menton, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Central,+33 2 54 57 01 01,,,https://www.cabinetcentral41.fr/,,Indépendante,"12 Rue Pardessus, 41000 Blois, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Charbonnier,+33 4 73 93 21 24,,,https://www.cabinet-charbonnier.com/?utm_source=gmb,,Indépendante,"37 Rue Gonod, 63000 Clermont-Ferrand, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Cime,+33 1 41 09 98 00,,,http://www.cime-gestion.fr/,,Indépendante,"26 Rue Marceau, 92130 Issy-les-Moulineaux, France",,,,Site web/leboncoin,,2026-09-07
Cabinet d’affaires Hoquet Business NORMAND'IMMO (ROUEN),+33 2 35 07 84 40,,,"https://www.hoquet-business.com/cabinet/hoquet-business-cabinet-normand-immo-rouen-76000,14",,Indépendante,"116 Bd de la Marne, 76000 Rouen, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Daudé,+33 4 42 27 26 39,,,http://www.cabinetdaude.com/,,Indépendante,"2 Rue Jérusalem, 13100 Aix-en-Provence, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Delahaye Immobilier Mers Les Bains,+33 2 35 50 87 98,,,http://www.cabinetdelahaye.fr/,,Indépendante,"19 Rue Georges Clemenceau, 80350 Mers-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Delaire,+33 1 46 44 10 44,,,https://cabinetdelaire.gercop-extranet.com/,,Indépendante,"27 Av. Victor Cresson, 92130 Issy-les-Moulineaux, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Denis & Cie,+33 1 48 78 36 36,,,https://www.cabinetdenis-paris.fr/,,Indépendante,"3 Rue Turgot, 75009 Paris, France",,,,Site web/leboncoin,,2026-09-07
Cabinet DESHAYES,+33 2 35 98 25 79,,,https://www.cabinetdeshayes.com/,,Indépendante,"40 Rue du Lieu de Santé, 76000 Rouen, France",,,,Site web/leboncoin,,2026-09-07
Cabinet DGI,+33 1 34 05 94 14,,,http://www.dgi.fr/,,Indépendante,"181 Av. de la Division Leclerc, 95880 Enghien-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Du Printemps,+33 5 61 80 08 60,,,https://www.cabinetduprintemps.com/,,Indépendante,"35 Rue de la Concorde, 31000 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Fontaine,+33 3 44 48 20 75,,,https://www.cabinetfontaine.fr/,,Indépendante,"6 Rue de la Frette, 60000 Beauvais, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Gabaig,+33 5 59 30 54 44,,,https://www.cabinet-gabaig.fr/,,Indépendante,"12 Rue Henri Faisans, 64000 Pau, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Gernigon,+33 2 41 64 78 56,,,http://www.gernigon-immo.com/,,Indépendante,"24 Rue Foulques Nerra, 49230 Sèvremoine, France",,,,Site web/leboncoin,,2026-09-07
Cabinet GTI,+33 1 60 64 80 43,,,https://www.immogti.com/,,Indépendante,"57 Av. du Général de Gaulle, 77340 Pontault-Combault, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Guilloux,+33 2 40 20 01 02,,,http://www.cabinetguilloux.com/,,Indépendante,"30 Rue de Bel air, 44000 Nantes, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Guy Hanot,+33 2 35 62 17 77,,,http://www.cabinetguyhanot.com/?utm_source=gmb,,Indépendante,"28 à 36 Rue Saint-Sever, 76100 Rouen, France",,,,Site web/leboncoin,,2026-09-07
Cabinet hak,,,,http://www.cabinet-hak.fr/,,Indépendante,"52 Bd Sadi Carnot, 06110 Le Cannet, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Immobilier A Contre Sens,+33 6 24 72 13 11,,,http://www.a-contre-sens.com/?utm_source=gmb,,Indépendante,"3 Rue Virey, 71100 Chalon-sur-Saône, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Immobilier de Haguenau Claus,+33 3 88 73 42 33,,,http://www.immo-claus.fr/,,Indépendante,"10 Rte de Bischwiller, 67500 Haguenau, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Immobilier des Limites,+33 1 43 81 59 21,,,http://www.cil-immo.com/,,Indépendante,"131 All. de Montfermeil, 93390 Clichy-sous-Bois, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Immobilier Saint Denis,+33 3 44 76 27 27,,,http://www.cabinetstdenis.com/,,Indépendante,"63 Pl. de la République, 60150 Thourotte, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Jayet,+33 1 45 92 80 80,,,https://www.cabinet-jayet.com/,,Indépendante,"204 Rue Pierre Brossolette, 93160 Noisy-le-Grand, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Lacabe,+33 5 59 93 73 73,,,http://www.lacabe.immo/,,Indépendante,"48 Av. du 8 Mai 1945, 64100 Bayonne, France",,,,Site web/leboncoin,,2026-09-07
Cabinet le Sarrail,+33 4 67 71 94 10,,,http://www.agenceimmobiliere-sarrail.com/,,Indépendante,"273 Av. Victor Hugo, 34400 Lunel, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Lemarchand A & A,+33 1 81 69 49 26,,,http://www.cabinet-lemarchand.fr/,,Indépendante,"201 Rue de Tolbiac, 75013 Paris, France",,,,Site web/leboncoin,,2026-09-07
CABINET LINTOT et Associés / Rouen Immobilier.Com,+33 2 35 98 42 98,,,http://www.cabinet-lintot.fr/,,Indépendante,"15 Rue de la République, 76000 Rouen, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Mathis,+33 4 94 41 18 21,,,http://www.cabinetmathis.com/,,Indépendante,"100 Bd Bazeilles, 83000 Toulon, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Maury-Schwob,+33 1 45 62 04 70,,,https://www.maury-schwob.com/,,Indépendante,"11 Rue de Téhéran, 75008 Paris, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Mollevi,+33 4 99 47 26 45,,,https://www.cabinet-mollevi.com/fr,,Indépendante,"101 Av. Jean Moulin, 34500 Béziers, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Moulin des Prés,+33 1 45 87 23 56,,,https://www.moulin-des-pres.com/,,Indépendante,"20 Rue Linné, 75005 Paris, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Omnia Immobilier,+33 5 18 22 25 88,,,http://www.cabinetomnia.com/,,Indépendante,"35 Rue de la République, 82000 Montauban, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Opéra Immobilier,+33 3 75 83 24 94,,Horaires non communiqués de façon fiable; agence située boulevard Carnot à Lille.,http://www.cabinet-opera-immobilier.fr/,"Cabinet Opéra Immobilier recueille une note affichée de 5/5 sur 4 avis sur une fiche publique. Les témoignages mettent en avant la qualité de l’accompagnement et des conseils de Benoît Liénart lors de la vente d’un appartement. L’agence est également positionnée sur les ventes interactives, ce qui permet de valoriser une approche structurée et moderne de la commercialisation.",Indépendante,"16 Bd Carnot, 59800 Lille, France",Benoît Liénart,,b.lienart@cabinet-opera-immobilier.fr,Site web/leboncoin,,2026-09-07
Cabinet Orly-Sainclaire,+33 6 79 93 61 82,,,https://www.cabinetorly.com/,,Indépendante,"1 Av. Gambetta, 94160 Saint-Mandé, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Petit et Compagnie,+33 1 40 22 00 05,,,https://www.cabinet-petit.info/,,Indépendante,"44 Rue Richer, 75009 Paris, France",,,,Site web/leboncoin,,2026-09-07
CABINET PORTLAND,+33 1 84 23 05 42,,"Du lundi au samedi: à partir de 9h30, horaires de fermeture à confirmer.",http://www.cabinet-portland.com/,"Le Cabinet Portland accompagne les propriétaires et acquéreurs en transaction et gestion immobilière à Bry-sur-Marne. Les informations publiques mettent en avant un accompagnement à chaque étape du projet et des solutions de gestion, notamment les garanties contre les loyers impayés. Aucun volume d’avis fiable n’a été confirmé; rester factuel dans les messages.",Indépendante,"1 Pl. Daguerre, 94360 Bry-sur-Marne, France",STEPHANE RUFFINATI,,s.ruffinati@cabinet-portland.com,Site web/leboncoin,,2026-09-07
Cabinet Rabau Darchand,+33 5 56 91 41 88,,,http://www.rabaudarchand.com/,,Indépendante,"5 Cr de la Marne, 33800 Bordeaux, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Robert Lauze,+33 4 67 71 14 15,,,http://www.cabinetlauze.com/,,Indépendante,"39 Bd Lafayette, 34400 Lunel, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Rongier Sa,+33 2 40 48 19 84,,,http://www.rongiersa.com/,,Indépendante,"2 Rue Beaurepaire, 44000 Nantes, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Schwanebeck Sedrati & Bauche Immobilier / SSB,+33 9 83 63 18 58,,,https://cabinet-ssb.fr/,,Indépendante,"11 Av. Sainte-Marie, 94160 Saint-Mandé, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Sola,+33 899 27 35 05,,,https://www.immobiliersola.com/,,Indépendante,"1884 Av. de la Mer, 83140 Six-Fours-les-Plages, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Sologne Immobilier,+33 1 47 39 81 94,,,https://cabinetsologne.crypto-extranet.com/,,Indépendante,"58 Av. de la Marne, 92600 Asnières-sur-Seine, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Spohn-Villeroy,+33 4 70 35 50 00,,,https://www.agencespohnvilleroy.com/,,Indépendante,"101 Rue d'Allier, 03000 Moulins, France",,,,Site web/leboncoin,,2026-09-07
Cabinet THOMAS,+33 2 31 85 54 49,,,https://www.cabinethomas.fr/,,Indépendante,"19 Pl. Saint-Sauveur, 14000 Caen, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Trabaud De Clerck,+33 4 93 57 09 43,,,http://trabaud-declerck.com/,,Indépendante,"71 Av. Cernuschi, 06500 Menton, France",,,,Site web/leboncoin,,2026-09-07
Cabinet Vinciguerra Immobilier,+33 4 50 38 79 70,,,http://www.cabinet-vinciguerra.com/,,Indépendante,"15 Av. de Genève, 74160 Saint-Julien-en-Genevois, France",,,,Site web/leboncoin,,2026-09-07
Canmore Real Estate Company - MaxWell Capital Realty,+1 403-688-7769,,,https://www.canmoreabhomes.com/,,Indépendante,"306 Bow Valley Trl #201A, Canmore, AB T1W 0L1, Canada",,,,Site web/leboncoin,,2026-09-07
Canopia - Agence immobilière Arcueil et Cachan,+33 1 89 70 55 55,,,https://www.canopia.immo/,,Indépendante,"46 Av. Laplace, 94110 Arcueil, France",,,,Site web/leboncoin,,2026-09-07
Cap,+33 1 60 41 08 25,,,http://www.capimeaux.com/,,Indépendante,"7 Rue de la Crèche, 77100 Meaux, France",,,,Site web/leboncoin,,2026-09-07
CAP 13 Immobilier,+33 4 42 43 18 27,,,https://www.cap13immobilier.com/,,Indépendante,"1 Av. José Nobre, 13500 Martigues, France",,,,Site web/leboncoin,,2026-09-07
Cap Immo 17,+33 6 99 96 91 90,,,https://www.capimmo17.com/,,Indépendante,"188 Av. Denfert-Rochereau, 17000 La Rochelle, France",,,,Site web/leboncoin,,2026-09-07
CAP Terrains Immo,+33 4 50 16 77 08,,,https://capterrainsimmo.fr/,,Indépendante,"8 Av. des Allobroges, 74200 Thonon-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
CAPED Immobilier : Transaction - Gestion - Immobilier neuf,+33 4 99 53 89 27,,,https://www.caped-immobilier.com/?fbclid=IwAR3MKw9xES5YugkFx7BYjisqGOLkOjTRnZFmlXY0Y7lyTOYjtrHaqSI-WDk,,Indépendante,"753 Rte de la Pompignane, 34170 Castelnau-le-Lez, France",,,,Site web/leboncoin,,2026-09-07
Capitali Paris,+33 1 48 74 09 09,,,http://www.capitali-paris.com/?utm_source=gmb,,Indépendante,"36 Rue Ballu, 75009 Paris, France",,,,Site web/leboncoin,,2026-09-07
CARACTERE IMMOBILIER,+33 1 44 61 05 00,,,http://www.caractere.fr/,,Indépendante,"50 Rue de Turenne, 75003 Paris, France",,,,Site web/leboncoin,,2026-09-07
Carbonel Lauron,+33 6 46 68 55 89,,,https://www.carbonellauron.com/,,Indépendante,"43 Bd Gaston Crémieux, 13008 Marseille, France",,,,Site web/leboncoin,,2026-09-07
Caroline Coudouloux,+33 6 64 46 63 96,,,https://caroline-coudouloux.jimdosite.com/,,Indépendante,"17 Trav. Rey, 13016 Marseille, France",,,,Site web/leboncoin,,2026-09-07
Caruso Immobilier,+33 3 27 41 57 97,,,https://www.carusoimmobilier.com/,,Indépendante,"3 Rue Notre Dame, 59300 Valenciennes, France",,,,Site web/leboncoin,,2026-09-07
Castet Gerim,+33 4 94 61 17 72,,,http://www.castet-gerim.com/?utm_source=gmb,,Indépendante,"40 Av. Gabriel Péri, 83160 La Valette-du-Var, France",,,,Site web/leboncoin,,2026-09-07
Castin Gilles Villaret,+33 1 42 44 11 44,,,http://castin-gilles-villaret.com/,,Indépendante,"9 Rue des Pyramides, 75001 Paris, France",,,,Site web/leboncoin,,2026-09-07
Cazals Immobilier,+33 1 60 82 29 94,,,http://cazalsimmobilier.com/,,Indépendante,"59 Grande Rue, 91850 Bouray-sur-Juine, France",,,,Site web/leboncoin,,2026-09-07
CD Immobilier,+33 4 72 84 66 00,,,http://www.conseil-et-developpement.fr/,,Indépendante,"93 Rue de la Villette, 69003 Lyon, France",,,,Site web/leboncoin,,2026-09-07
CD'Gest - Agence Immobilière - Montélimar,+33 4 75 00 60 33,,,https://cdgest.fr/fr/,,Indépendante,"Rue Bourgneuf, 26200 Montélimar, France",,,,Site web/leboncoin,,2026-09-07
Cecil Immo,+33 1 56 87 15 55,,,http://www.cecilimmo.com/,,Indépendante,"2 Rue Henri Leduc, 94190 Villeneuve-Saint-Georges, France",,,,Site web/leboncoin,,2026-09-07
Cédric Gernez - Amalia France | Conseiller Immobilier Cambrai & Gouzeaucourt,+33 6 76 41 04 07,,,http://tiny.cc/monsiteimmo,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Céline Lépit - Conseillère Indépendante Immobilier,+33 2 38 60 68 60,,,https://celine-lepit.agentkw.fr/,,Indépendante,"2 All. du Grand Coquille, 45800 Saint-Jean-de-Braye, France",,,,Site web/leboncoin,,2026-09-07
Centre Immo,+33 4 42 02 98 00,,,http://www.centre-immobilier.com/,,Indépendante,"201 Av. du Plan de Campagne, 13170 Les Pennes-Mirabeau, France",,,,Site web/leboncoin,,2026-09-07
Centrimmo,+33 4 67 69 29 91,,,https://www.pinterest.fr/centrimmobyscs/?utm_source=gmb,,Indépendante,"53 Av. de Toulouse, 34070 Montpellier, France",,,,Site web/leboncoin,,2026-09-07
CEPIMMO,+33 7 83 84 47 99,,,https://www.cepimmo.fr/,,Indépendante,"5 Av. Henri Barbusse, 94350 Villiers-sur-Marne, France",,,,Site web/leboncoin,,2026-09-07
Cestas Immobilier,+33 7 81 42 43 45,,,https://cestasimmo.com/,,Indépendante,"13 bis Pl. du Chanoine Patry, 33610 Cestas, France",,,,Site web/leboncoin,,2026-09-07
Cetim,+33 3 24 58 10 10,,,https://www.habitat08.fr/?utm_source=gmb,,Indépendante,"22-24 Av. des Martyrs de la Résistance, 08000 Charleville-Mézières, France",,,,Site web/leboncoin,,2026-09-07
Chabane Immo Biarritz,+33 5 59 25 41 55,,,https://chabaneimmo.fr/,,Indépendante,"37 Rue Gambetta, 64200 Biarritz, France",,,,Site web/leboncoin,,2026-09-07
CHAUMOND IMMO,+33 4 67 55 65 31,,Du lundi au vendredi: 9h00–18h00; certaines fiches indiquent 9h30–19h00; horaires à confirmer.,http://chaumond-immobilier.fr/,"Robin Chaumond affiche 5,0/5 sur 10 avis sur RealAdvisor. Les clients soulignent une relation professionnelle, agréable et efficace, ainsi qu’une grande disponibilité et des réponses rapides. L’agence peut être présentée comme réactive, présente dans les échanges et attentive au suivi des projets sur Montpellier et ses environs.",Indépendante,"161 Grand Rue, 34750 Villeneuve-lès-Maguelone, France",Robin Chaumond,,robin@chaumondimmobilier.pro,Site web/leboncoin,,2026-09-07
Chauvelot Immobilier,+33 3 83 50 10 20,,,http://www.chauvelotimmobilier.fr/,,Indépendante,"11 Rue Gambetta, 54200 Toul, France",,,,Site web/leboncoin,,2026-09-07
Chavissimmo,+33 4 91 42 48 48,,,https://www.chavissimmo.fr/contact.html,,Indépendante,"8 Pl. Sébastopol, 13004 Marseille, France",,,,Site web/leboncoin,,2026-09-07
Cheval Blanc Immobilier,+33 4 32 50 24 63,,,http://www.chevalblanc-immobilier.com/,,Indépendante,"530 Av. de la Canebière, 84460 Cheval-Blanc, France",,,,Site web/leboncoin,,2026-09-07
Chochois Immobilier France,+33 1 61 35 00 01,,,https://www.chochoisimmobilierfrance.fr/,,Indépendante,"6 Rue Jules Verne, 95320 Saint-Leu-la-Forêt, France",,,,Site web/leboncoin,,2026-09-07
CHP IMMO,+33 4 76 24 39 27,,,http://chpimmo.com/,,Indépendante,"25 Av. des 7 Laux, 38240 Meylan, France",,,,Site web/leboncoin,,2026-09-07
Christophe VILCOT - Agence immobilière,+33 7 82 22 22 08,,,https://www.christophevilcot.com/presentation,,Indépendante,"7 Rue du Gaz, 59210 Coudekerque-Branche, France",,,,Site web/leboncoin,,2026-09-07
CIM Cabinet Immobilier Mercier,+33 2 28 06 44 65,,,http://www.cabinetimmobiliermercier.fr/,,Indépendante,"69 Bd de la Libération, 44220 Couëron, France",,,,Site web/leboncoin,,2026-09-07
CITI immobilier,+33 1 30 50 22 82,,,https://www.citi-immobilier.fr/,,Indépendante,"1 Rue du Petit Pont, 78310 Maurepas, France",,,,Site web/leboncoin,,2026-09-07
CityFrance,+33 1 39 11 13 83,,,https://www.city-france.fr/,,Indépendante,"64/76 Pl. de l'Église, 78670 Villennes-sur-Seine, France",,,,Site web/leboncoin,,2026-09-07
CIV Conseil,+33 5 62 47 18 99,,,http://www.civ-conseil.com/,,Indépendante,"49 Rte de Fronton, 31140 Aucamville, France",,,,Site web/leboncoin,,2026-09-07
CJ IMMOBILIER - IMMOBILIER NEUF & ANCIEN | PARIS 15 ème,+33 1 45 31 36 14,,,http://www.cjimmobilier.fr/,,Indépendante,"8 Bis Rue de Cadix, 75015 Paris, France",,,,Site web/leboncoin,,2026-09-07
CJ-MO,+33 3 25 03 03 38,,,http://www.chaumont.cjmo.fr/?utm_source=gmb,,Indépendante,"16 Rue Jules Trefousse 14-16, 52000 Chaumont, France",,,,Site web/leboncoin,,2026-09-07
Clairsienne,+33 5 56 29 27 00,,,https://www.clairsienne.fr/,,Indépendante,"233 Av. Emile Counord, 33300 Bordeaux, France",,,,Site web/leboncoin,,2026-09-07
CLD Immobilier,+33 1 60 79 85 85,,,http://www.cld-immobilier.com/,,Indépendante,"7 Av. de l'Orme À Martin, 91080 Évry-Courcouronnes, France",,,,Site web/leboncoin,,2026-09-07
Clé En Main Agence Immobilière,+33 2 32 78 31 31,,,http://www.cle-en-main.net/,,Indépendante,"7 Rue de Verdun, 27000 Évreux, France",,,,Site web/leboncoin,,2026-09-07
Cler Immobilier,+33 1 47 05 78 26,,,https://www.clerimmo.fr/,,Indépendante,"5 Rue du Champ de Mars, 75007 Paris, France",,,,Site web/leboncoin,,2026-09-07
Clic Et Biens - Immobilier Viroflay,+33 1 30 24 65 05,,,https://www.clicetbiens.fr/agence-immobiliere-viroflay-878.htm,,Indépendante,"23 Av. du Général-Leclerc, 78220 Viroflay, France",,,,Site web/leboncoin,,2026-09-07
Clikalia,+33 1 76 35 14 63,,,https://clikalia.fr/fr-FR/?utm_source=OrganicSocial&utm_medium=GoogleBusiness&utm_campaign=2023_ALL_Google-Business-Francia,,Indépendante,"94 Rue de la Victoire, 75009 Paris, France",,,,Site web/leboncoin,,2026-09-07
COCON agence immobilière,+33 9 86 35 30 08,,,https://www.cocon-immobilier.fr/,,Indépendante,"3 Rue Piron, 44000 Nantes, France",,,,Site web/leboncoin,,2026-09-07
CODACI & SAMCOGER,+33 1 42 36 15 85,,,http://www.samcoger.fr/,,Indépendante,"39 Rue de Palestro, 75002 Paris, France",,,,Site web/leboncoin,,2026-09-07
Coeur des Lacs Immobilier - Agence Immobilière Annecy,+33 6 18 72 06 57,,,http://coeurdeslacsimmobilier.com/,,Indépendante,"12 Rue Guillaume Fichet, 74000 Annecy, France",,,,Site web/leboncoin,,2026-09-07
Colisee Immobilier,+33 4 73 74 33 33,,,http://www.colisee-immobilier.fr/,,Indépendante,"54 bis Av. de Royat, 63400 Chamalières, France",,,,Site web/leboncoin,,2026-09-07
Confiance Immo BRON,+33 4 72 37 80 35,,,http://www.confianceimmo.fr/,,Indépendante,"177 Av. Franklin Roosevelt, 69500 Bron, France",,,,Site web/leboncoin,,2026-09-07
Confidentiel Immobilier,+33 6 88 20 36 90,,,https://www.confidentielimmobilier.fr/,,Indépendante,"5 Imp. de Nicol, 31200 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
Connectimmo59.com,+33 6 86 75 16 90,,,https://www.connectimmo59.com/,,Indépendante,"13 Rue des Francs, 59200 Tourcoing, France",,,,Site web/leboncoin,,2026-09-07
Connexion Cannes - Agence immobilière,+33 6 16 84 22 97,,,http://www.connexioncannes.com/,,Indépendante,"1 Trav. de Bel air, 06400 Cannes, France",,,,Site web/leboncoin,,2026-09-07
Conseiller Immobilier : Anne-Laure & Julien #IMMO,+33 7 87 97 96 88,,,https://aljimmo.fr/,,Indépendante,"Rue Alpilles Luberon, 13116 Vernègues, France",,,,Site web/leboncoin,,2026-09-07
Constantia Immobilier,+33 4 50 06 65 52,,,https://www.constantia-immobilier.com/,,Indépendante,"11 A Rue de la Résistance, 74100 Annemasse, France",,,,Site web/leboncoin,,2026-09-07
Consult Habitat,+33 7 69 84 04 35,,,http://www.consulthabitat.fr/?utm_source=gmb,,Indépendante,"26 Rue Division Leclerc 4 Rue du château 67500 HAGUENAU, 26 Rue Division Leclerc, 67170 Brumath, France",,,,Site web/leboncoin,,2026-09-07
CORIMMO,+33 4 71 02 50 50,,,http://www.corimmo.com/,,Indépendante,"6 Bd Carnot, 43000 Le Puy-en-Velay, France",,,,Site web/leboncoin,,2026-09-07
Cosy Home - Location meublée paris,+33 1 47 83 91 00,,,https://www.cosyhome.net/,,Indépendante,"2 Rue Godot de Mauroy, 75009 Paris, France",,,,Site web/leboncoin,,2026-09-07
CÔTE & SABLES IMMOBILIER,+33 2 51 23 53 46,,,https://www.immobiliersablesdolonne.fr/,,Indépendante,"110 Rue des Nouettes, 85180 Les Sables-d'Olonne, France",,,,Site web/leboncoin,,2026-09-07
"CÔTÉ LOIRE, Immobilier de charme - Agence immobilière Orléans et ses alentours",+33 6 14 47 34 74,,,http://www.immobiliercoteloire.fr/?utm_source=gmb,,Indépendante,"231 impasse de la Presqu'ile, 45160 Olivet, France",,,,Site web/leboncoin,,2026-09-07
